idResultado,matriculaAlumno,matriculaProfesor,idMateria,idNivel,idTiempo,empleoAlumno,empleoProfesor,calificacionMateriaAlumno,categoriaEvaluacionProfesor
513,2019010103,1987096571,6007,206,24,0,0,8,4
514,2019010103,1984096568,6008,206,22,0,1,9,1
515,2019010103,1984096568,6008,206,23,0,1,10,1
516,2019010103,1984096568,6008,206,24,0,1,10,2
517,2019010103,1996096569,6009,206,22,0,0,6,3
518,2019010103,1996096569,6009,206,23,0,0,6,2
519,2019010103,1996096569,6009,206,24,0,0,6,4
520,2019010103,1999096570,6010,206,22,0,1,8,1
521,2019010103,1999096570,6010,206,23,0,1,9,2
522,2019010103,1999096570,6010,206,24,0,1,10,2
523,2019010104,2000096585,1001,101,7,0,1,10,1
524,2019010104,2000096585,1001,101,8,0,1,8,2
525,2019010104,2000096585,1001,101,9,0,1,9,1
526,2019010104,1997096584,1002,101,7,0,0,7,4
527,2019010104,1997096584,1002,101,8,0,0,6,4
528,2019010104,1997096584,1002,101,9,0,0,7,2
529,2019010104,1997096584,1003,101,7,0,0,6,3
530,2019010104,1997096584,1003,101,8,0,0,10,2
531,2019010104,1997096584,1003,101,9,0,0,7,1
532,2019010104,2003096586,1004,101,7,0,1,7,1
533,2019010104,2003096586,1004,101,8,0,1,9,2
534,2019010104,2003096586,1004,101,9,0,1,6,1
535,2019010104,2000096585,1005,101,7,0,1,7,1
536,2019010104,2000096585,1005,101,8,0,1,10,1
537,2019010104,2000096585,1005,101,9,0,1,9,1
538,2019010104,2003096586,1006,101,7,0,1,8,2
539,2019010104,2003096586,1006,101,8,0,1,9,1
540,2019010104,2003096586,1006,101,9,0,1,9,2
541,2019010104,2003096586,1007,101,7,0,1,7,1
542,2019010104,2003096586,1007,101,8,0,1,8,2
543,2019010104,2003096586,1007,101,9,0,1,6,2
544,2019010104,2000096585,1008,101,7,0,1,9,1
545,2019010104,2000096585,1008,101,8,0,1,8,1
546,2019010104,2000096585,1008,101,9,0,1,8,2
547,2019010104,2003096586,1009,101,7,0,1,9,1
548,2019010104,2003096586,1009,101,8,0,1,8,2
549,2019010104,2003096586,1009,101,9,0,1,8,2
550,2019010104,2000096581,2001,102,10,0,0,10,4
551,2019010104,2000096581,2001,102,11,0,0,9,4
552,2019010104,2000096581,2001,102,12,0,0,7,2
553,2019010104,2000096581,2002,102,10,0,0,8,1
554,2019010104,2000096581,2002,102,11,0,0,8,4
555,2019010104,2000096581,2002,102,12,0,0,10,3
556,2019010104,2000096581,2003,102,10,0,0,7,3
557,2019010104,2000096581,2003,102,11,0,0,7,1
558,2019010104,2000096581,2003,102,12,0,0,10,2
559,2019010104,2003096582,2004,102,10,0,0,9,1
560,2019010104,2003096582,2004,102,11,0,0,7,1
561,2019010104,2003096582,2004,102,12,0,0,7,3
562,2019010104,2003096583,2005,102,10,0,1,7,2
563,2019010104,2003096583,2005,102,11,0,1,9,1
564,2019010104,2003096583,2005,102,12,0,1,6,2
565,2019010104,2003096583,2006,102,10,0,1,8,2
566,2019010104,2003096583,2006,102,11,0,1,7,2
567,2019010104,2003096583,2006,102,12,0,1,6,2
568,2019010104,2003096583,2007,102,10,0,1,8,1
569,2019010104,2003096583,2007,102,11,0,1,7,1
570,2019010104,2003096583,2007,102,12,0,1,9,2
571,2019010104,2003096582,2008,102,10,0,0,7,2
572,2019010104,2003096582,2008,102,11,0,0,7,1
573,2019010104,2003096582,2008,102,12,0,0,8,1
574,2019010104,2003096582,2009,102,10,0,0,9,4
575,2019010104,2003096582,2009,102,11,0,0,6,1
576,2019010104,2003096582,2009,102,12,0,0,7,2
577,2019010104,1999096579,3021,303,13,0,0,10,2
578,2019010104,1999096579,3021,303,14,0,0,7,3
579,2019010104,1999096579,3021,303,15,0,0,7,1
580,2019010104,1999096579,3022,303,13,0,0,6,2
581,2019010104,1999096579,3022,303,14,0,0,8,3
582,2019010104,1999096579,3022,303,15,0,0,6,2
583,2019010104,2003096578,3023,303,13,0,0,6,4
584,2019010104,2003096578,3023,303,14,0,0,9,2
585,2019010104,2003096578,3023,303,15,0,0,10,4
586,2019010104,1999096579,3024,303,13,0,0,10,1
587,2019010104,1999096579,3024,303,14,0,0,10,3
588,2019010104,1999096579,3024,303,15,0,0,8,1
589,2019010104,1997096580,3025,303,13,0,1,6,1
590,2019010104,1997096580,3025,303,14,0,1,7,1
591,2019010104,1997096580,3025,303,15,0,1,10,2
592,2019010104,1999096579,3026,303,13,0,0,9,4
593,2019010104,1999096579,3026,303,14,0,0,6,2
594,2019010104,1999096579,3026,303,15,0,0,7,3
595,2019010104,1999096579,3027,303,13,0,0,7,3
596,2019010104,1999096579,3027,303,14,0,0,6,4
597,2019010104,1999096579,3027,303,15,0,0,6,3
598,2019010104,1997096580,3028,303,13,0,1,10,1
599,2019010104,1997096580,3028,303,14,0,1,6,2
600,2019010104,1997096580,3028,303,15,0,1,9,2
601,2019010104,1997096580,3029,303,13,0,1,7,2
602,2019010104,1997096580,3029,303,14,0,1,9,2
603,2019010104,1997096580,3029,303,15,0,1,7,1
604,2019010104,2003096578,3030,303,13,0,0,10,1
605,2019010104,2003096578,3030,303,14,0,0,10,1
606,2019010104,2003096578,3030,303,15,0,0,8,4
607,2019010104,2003096578,4021,304,16,0,0,10,2
608,2019010104,2003096578,4021,304,17,0,0,8,3
609,2019010104,2003096578,4021,304,18,0,0,7,1
610,2019010104,2003096578,4022,304,16,0,0,7,4
611,2019010104,2003096578,4022,304,17,0,0,8,2
612,2019010104,2003096578,4022,304,18,0,0,7,2
613,2019010104,2003096578,4023,304,16,0,0,8,1
614,2019010104,2003096578,4023,304,17,0,0,7,3
615,2019010104,2003096578,4023,304,18,0,0,6,4
616,2019010104,2003096578,4024,304,16,0,0,9,1
617,2019010104,2003096578,4024,304,17,0,0,10,2
618,2019010104,2003096578,4024,304,18,0,0,8,1
619,2019010104,2003096578,4025,304,16,0,0,6,4
620,2019010104,2003096578,4025,304,17,0,0,9,3
621,2019010104,2003096578,4025,304,18,0,0,7,4
622,2019010104,2003096578,4026,304,16,0,0,9,3
623,2019010104,2003096578,4026,304,17,0,0,7,2
624,2019010104,2003096578,4026,304,18,0,0,9,3
625,2019010104,2003096578,4027,304,16,0,0,8,3
626,2019010104,2003096578,4027,304,17,0,0,8,2
627,2019010104,2003096578,4027,304,18,0,0,9,4
628,2019010104,2003096578,4028,304,16,0,0,8,1
629,2019010104,2003096578,4028,304,17,0,0,6,4
630,2019010104,2003096578,4028,304,18,0,0,9,2
631,2019010104,1988096573,5021,305,19,0,0,6,2
632,2019010104,1988096573,5021,305,20,0,0,7,1
633,2019010104,1988096573,5021,305,21,0,0,9,1
634,2019010104,1988096573,5022,305,19,0,0,9,3
635,2019010104,1988096573,5022,305,20,0,0,9,1
636,2019010104,1988096573,5022,305,21,0,0,6,2
637,2019010104,1992096572,5023,305,19,0,1,10,2
638,2019010104,1992096572,5023,305,20,0,1,8,2
639,2019010104,1992096572,5023,305,21,0,1,9,2
640,2019010104,1988096573,5024,305,19,0,0,7,2
641,2019010104,1988096573,5024,305,20,0,0,9,2
642,2019010104,1988096573,5024,305,21,0,0,8,1
643,2019010104,2002096574,5025,305,19,0,1,10,1
644,2019010104,2002096574,5025,305,20,0,1,9,1
645,2019010104,2002096574,5025,305,21,0,1,9,1
646,2019010104,1992096572,5026,305,19,0,1,8,1
647,2019010104,1992096572,5026,305,20,0,1,9,1
648,2019010104,1992096572,5026,305,21,0,1,8,1
649,2019010104,1988096573,5027,305,19,0,0,6,3
650,2019010104,1988096573,5027,305,20,0,0,8,2
651,2019010104,1988096573,5027,305,21,0,0,7,4
652,2019010104,1992096572,5028,305,19,0,1,6,1
653,2019010104,1992096572,5028,305,20,0,1,10,1
654,2019010104,1992096572,5028,305,21,0,1,10,2
655,2019010104,1999096570,6021,306,22,0,1,6,2
656,2019010104,1999096570,6021,306,23,0,1,8,1
657,2019010104,1999096570,6021,306,24,0,1,8,1
658,2019010104,1984096568,6022,306,22,0,1,10,2
659,2019010104,1984096568,6022,306,23,0,1,9,1
660,2019010104,1984096568,6022,306,24,0,1,7,2
661,2019010104,1996096569,6023,306,22,0,0,7,4
662,2019010104,1996096569,6023,306,23,0,0,6,4
663,2019010104,1996096569,6023,306,24,0,0,8,4
664,2019010104,1984096568,6024,306,22,0,1,8,2
665,2019010104,1984096568,6024,306,23,0,1,10,1
666,2019010104,1984096568,6024,306,24,0,1,10,1
667,2019010104,1984096568,6025,306,22,0,1,7,2
668,2019010104,1984096568,6025,306,23,0,1,6,2
669,2019010104,1984096568,6025,306,24,0,1,8,2
670,2019010104,1984096568,6026,306,22,0,1,10,2
671,2019010104,1984096568,6026,306,23,0,1,9,1
672,2019010104,1984096568,6026,306,24,0,1,10,2
673,2019010104,1990096567,6027,306,22,0,0,9,1
674,2019010104,1990096567,6027,306,23,0,0,7,3
675,2019010104,1990096567,6027,306,24,0,0,7,2
676,2019010104,1990096567,6028,306,22,0,0,7,3
677,2019010104,1990096567,6028,306,23,0,0,10,4
678,2019010104,1990096567,6028,306,24,0,0,8,1
679,2019010105,2000096585,1001,101,7,0,1,10,1
680,2019010105,2000096585,1001,101,8,0,1,10,1
681,2019010105,2000096585,1001,101,9,0,1,7,1
682,2019010105,2000096585,1002,101,7,0,1,7,2
683,2019010105,2000096585,1002,101,8,0,1,10,2
684,2019010105,2000096585,1002,101,9,0,1,6,2
685,2019010105,1997096584,1003,101,7,0,0,8,1
686,2019010105,1997096584,1003,101,8,0,0,8,4
687,2019010105,1997096584,1003,101,9,0,0,7,1
688,2019010105,1997096584,1004,101,7,0,0,9,4
689,2019010105,1997096584,1004,101,8,0,0,9,2
690,2019010105,1997096584,1004,101,9,0,0,7,3
691,2019010105,1997096584,1005,101,7,0,0,8,1
692,2019010105,1997096584,1005,101,8,0,0,7,1
693,2019010105,1997096584,1005,101,9,0,0,8,3
694,2019010105,2003096586,1006,101,7,0,1,10,2
695,2019010105,2003096586,1006,101,8,0,1,8,2
696,2019010105,2003096586,1006,101,9,0,1,8,2
697,2019010105,2003096586,1007,101,7,0,1,7,1
698,2019010105,2003096586,1007,101,8,0,1,9,1
699,2019010105,2003096586,1007,101,9,0,1,9,1
700,2019010105,2000096585,1008,101,7,0,1,8,2
701,2019010105,2000096585,1008,101,8,0,1,8,2
702,2019010105,2000096585,1008,101,9,0,1,7,1
703,2019010105,2000096585,1009,101,7,0,1,7,1
704,2019010105,2000096585,1009,101,8,0,1,10,2
705,2019010105,2000096585,1009,101,9,0,1,6,2
706,2019010105,2000096581,2001,102,10,0,0,10,3
707,2019010105,2000096581,2001,102,11,0,0,10,3
708,2019010105,2000096581,2001,102,12,0,0,8,3
709,2019010105,2003096582,2002,102,10,0,0,10,3
710,2019010105,2003096582,2002,102,11,0,0,8,3
711,2019010105,2003096582,2002,102,12,0,0,6,3
712,2019010105,2000096581,2003,102,10,0,0,6,1
713,2019010105,2000096581,2003,102,11,0,0,10,3
714,2019010105,2000096581,2003,102,12,0,0,7,4
715,2019010105,2003096582,2004,102,10,0,0,9,3
716,2019010105,2003096582,2004,102,11,0,0,9,4
717,2019010105,2003096582,2004,102,12,0,0,9,1
718,2019010105,2003096582,2005,102,10,0,0,6,4
719,2019010105,2003096582,2005,102,11,0,0,7,1
720,2019010105,2003096582,2005,102,12,0,0,8,1
721,2019010105,2003096582,2006,102,10,0,0,6,3
722,2019010105,2003096582,2006,102,11,0,0,10,3
723,2019010105,2003096582,2006,102,12,0,0,9,4
724,2019010105,2003096583,2007,102,10,0,1,10,1
725,2019010105,2003096583,2007,102,11,0,1,6,1
726,2019010105,2003096583,2007,102,12,0,1,10,1
727,2019010105,2003096582,2008,102,10,0,0,8,4
728,2019010105,2003096582,2008,102,11,0,0,7,2
729,2019010105,2003096582,2008,102,12,0,0,9,1
730,2019010105,2000096581,2009,102,10,0,0,9,3
731,2019010105,2000096581,2009,102,11,0,0,7,3
732,2019010105,2000096581,2009,102,12,0,0,6,2
733,2019010105,2003096578,3021,303,13,0,0,8,1
734,2019010105,2003096578,3021,303,14,0,0,10,2
735,2019010105,2003096578,3021,303,15,0,0,6,3
736,2019010105,2003096578,3022,303,13,0,0,6,1
737,2019010105,2003096578,3022,303,14,0,0,10,1
738,2019010105,2003096578,3022,303,15,0,0,10,1
739,2019010105,1999096579,3023,303,13,0,0,6,2
740,2019010105,1999096579,3023,303,14,0,0,6,3
741,2019010105,1999096579,3023,303,15,0,0,7,1
742,2019010105,1997096580,3024,303,13,0,1,10,2
743,2019010105,1997096580,3024,303,14,0,1,6,2
744,2019010105,1997096580,3024,303,15,0,1,10,2
745,2019010105,1997096580,3025,303,13,0,1,9,2
746,2019010105,1997096580,3025,303,14,0,1,10,2
747,2019010105,1997096580,3025,303,15,0,1,8,1
748,2019010105,1997096580,3026,303,13,0,1,10,1
749,2019010105,1997096580,3026,303,14,0,1,10,2
750,2019010105,1997096580,3026,303,15,0,1,8,2
751,2019010105,2003096578,3027,303,13,0,0,6,4
752,2019010105,2003096578,3027,303,14,0,0,6,1
753,2019010105,2003096578,3027,303,15,0,0,9,3
754,2019010105,1997096580,3028,303,13,0,1,6,1
755,2019010105,1997096580,3028,303,14,0,1,6,2
756,2019010105,1997096580,3028,303,15,0,1,6,1
757,2019010105,1997096580,3029,303,13,0,1,9,2
758,2019010105,1997096580,3029,303,14,0,1,7,1
759,2019010105,1997096580,3029,303,15,0,1,10,1
760,2019010105,2003096578,3030,303,13,0,0,7,1
761,2019010105,2003096578,3030,303,14,0,0,7,4
762,2019010105,2003096578,3030,303,15,0,0,10,2
763,2019010105,2003096578,4021,304,16,0,0,8,3
764,2019010105,2003096578,4021,304,17,0,0,9,1
765,2019010105,2003096578,4021,304,18,0,0,6,2
766,2019010105,2003096578,4022,304,16,0,0,7,3
767,2019010105,2003096578,4022,304,17,0,0,7,2
768,2019010105,2003096578,4022,304,18,0,0,7,3
769,2019010105,2003096578,4023,304,16,0,0,9,4
770,2019010105,2003096578,4023,304,17,0,0,8,1
771,2019010105,2003096578,4023,304,18,0,0,7,3
772,2019010105,2003096578,4024,304,16,0,0,9,4
773,2019010105,2003096578,4024,304,17,0,0,10,4
774,2019010105,2003096578,4024,304,18,0,0,6,2
775,2019010105,2003096578,4025,304,16,0,0,6,3
776,2019010105,2003096578,4025,304,17,0,0,8,2
777,2019010105,2003096578,4025,304,18,0,0,10,1
778,2019010105,2003096578,4026,304,16,0,0,9,1
779,2019010105,2003096578,4026,304,17,0,0,9,3
780,2019010105,2003096578,4026,304,18,0,0,10,4
781,2019010105,2003096578,4027,304,16,0,0,8,2
782,2019010105,2003096578,4027,304,17,0,0,8,4
783,2019010105,2003096578,4027,304,18,0,0,7,4
784,2019010105,2003096578,4028,304,16,0,0,6,1
785,2019010105,2003096578,4028,304,17,0,0,7,4
786,2019010105,2003096578,4028,304,18,0,0,8,1
787,2019010105,1988096573,5021,305,19,1,0,6,2
788,2019010105,1988096573,5021,305,20,1,0,8,4
789,2019010105,1988096573,5021,305,21,1,0,6,1
790,2019010105,2002096574,5022,305,19,1,1,7,1
791,2019010105,2002096574,5022,305,20,1,1,5,1
792,2019010105,2002096574,5022,305,21,1,1,7,2
793,2019010105,1988096573,5023,305,19,1,0,8,1
794,2019010105,1988096573,5023,305,20,1,0,7,3
795,2019010105,1988096573,5023,305,21,1,0,5,4
796,2019010105,2002096574,5024,305,19,1,1,9,1
797,2019010105,2002096574,5024,305,20,1,1,8,1
798,2019010105,2002096574,5024,305,21,1,1,9,1
799,2019010105,2002096574,5025,305,19,1,1,9,1
800,2019010105,2002096574,5025,305,20,1,1,6,1
801,2019010105,2002096574,5025,305,21,1,1,6,1
802,2019010105,1992096572,5026,305,19,1,1,9,1
803,2019010105,1992096572,5026,305,20,1,1,6,1
804,2019010105,1992096572,5026,305,21,1,1,8,2
805,2019010105,1988096573,5027,305,19,1,0,7,1
806,2019010105,1988096573,5027,305,20,1,0,7,2
807,2019010105,1988096573,5027,305,21,1,0,9,4
808,2019010105,2002096574,5028,305,19,1,1,9,1
809,2019010105,2002096574,5028,305,20,1,1,9,2
810,2019010105,2002096574,5028,305,21,1,1,9,2
811,2019010105,1990096567,6021,306,22,1,0,9,3
812,2019010105,1990096567,6021,306,23,1,0,5,3
813,2019010105,1990096567,6021,306,24,1,0,5,3
814,2019010105,1990096567,6022,306,22,1,0,8,4
815,2019010105,1990096567,6022,306,23,1,0,9,3
816,2019010105,1990096567,6022,306,24,1,0,9,2
817,2019010105,1990096567,6023,306,22,1,0,6,2
818,2019010105,1990096567,6023,306,23,1,0,8,2
819,2019010105,1990096567,6023,306,24,1,0,9,1
820,2019010105,1990096567,6024,306,22,1,0,7,3
821,2019010105,1990096567,6024,306,23,1,0,7,4
822,2019010105,1990096567,6024,306,24,1,0,6,4
823,2019010105,1987096571,6025,306,22,1,0,8,1
824,2019010105,1987096571,6025,306,23,1,0,8,1
825,2019010105,1987096571,6025,306,24,1,0,8,4
826,2019010105,1987096571,6026,306,22,1,0,9,4
827,2019010105,1987096571,6026,306,23,1,0,8,2
828,2019010105,1987096571,6026,306,24,1,0,6,4
829,2019010105,1990096567,6027,306,22,1,0,5,2
830,2019010105,1990096567,6027,306,23,1,0,9,4
831,2019010105,1990096567,6027,306,24,1,0,8,3
832,2019010105,1990096567,6028,306,22,1,0,5,2
833,2019010105,1990096567,6028,306,23,1,0,8,1
834,2019010105,1990096567,6028,306,24,1,0,5,1
835,2019010106,2003096586,1001,101,7,0,1,7,2
836,2019010106,2003096586,1001,101,8,0,1,6,2
837,2019010106,2003096586,1001,101,9,0,1,9,2
838,2019010106,2000096585,1002,101,7,0,1,9,1
839,2019010106,2000096585,1002,101,8,0,1,10,2
840,2019010106,2000096585,1002,101,9,0,1,9,1
841,2019010106,2003096586,1003,101,7,0,1,8,1
842,2019010106,2003096586,1003,101,8,0,1,10,2
843,2019010106,2003096586,1003,101,9,0,1,7,2
844,2019010106,2000096585,1004,101,7,0,1,8,2
845,2019010106,2000096585,1004,101,8,0,1,6,1
846,2019010106,2000096585,1004,101,9,0,1,10,1
847,2019010106,1997096584,1005,101,7,0,0,10,2
848,2019010106,1997096584,1005,101,8,0,0,8,4
849,2019010106,1997096584,1005,101,9,0,0,6,1
850,2019010106,2003096586,1006,101,7,0,1,8,2
851,2019010106,2003096586,1006,101,8,0,1,8,2
852,2019010106,2003096586,1006,101,9,0,1,7,2
853,2019010106,1997096584,1007,101,7,0,0,7,4
854,2019010106,1997096584,1007,101,8,0,0,8,1
855,2019010106,1997096584,1007,101,9,0,0,6,1
856,2019010106,2003096586,1008,101,7,0,1,7,1
857,2019010106,2003096586,1008,101,8,0,1,7,2
858,2019010106,2003096586,1008,101,9,0,1,8,2
859,2019010106,1997096584,1009,101,7,0,0,9,2
860,2019010106,1997096584,1009,101,8,0,0,9,2
861,2019010106,1997096584,1009,101,9,0,0,6,4
862,2019010106,2003096582,2001,102,10,0,0,6,4
863,2019010106,2003096582,2001,102,11,0,0,7,4
864,2019010106,2003096582,2001,102,12,0,0,6,4
865,2019010106,2000096581,2002,102,10,0,0,8,2
866,2019010106,2000096581,2002,102,11,0,0,8,2
867,2019010106,2000096581,2002,102,12,0,0,6,4
868,2019010106,2000096581,2003,102,10,0,0,8,3
869,2019010106,2000096581,2003,102,11,0,0,6,3
870,2019010106,2000096581,2003,102,12,0,0,10,2
871,2019010106,2003096582,2004,102,10,0,0,7,2
872,2019010106,2003096582,2004,102,11,0,0,6,3
873,2019010106,2003096582,2004,102,12,0,0,10,3
874,2019010106,2000096581,2005,102,10,0,0,10,3
875,2019010106,2000096581,2005,102,11,0,0,7,3
876,2019010106,2000096581,2005,102,12,0,0,9,2
877,2019010106,2000096581,2006,102,13,0,0,10,1
878,2019010106,2000096581,2006,102,14,0,0,9,1
879,2019010106,2000096581,2006,102,15,0,0,9,4
880,2019010106,2003096583,2007,102,10,0,1,7,1
881,2019010106,2003096583,2007,102,11,0,1,9,2
882,2019010106,2003096583,2007,102,12,0,1,6,2
883,2019010106,2003096583,2008,102,10,0,1,10,2
884,2019010106,2003096583,2008,102,11,0,1,7,1
885,2019010106,2003096583,2008,102,12,0,1,8,1
886,2019010106,2000096581,2009,102,10,0,0,9,2
887,2019010106,2000096581,2009,102,11,0,0,10,4
888,2019010106,2000096581,2009,102,12,0,0,6,2
889,2019010106,1999096579,3021,303,13,0,0,9,2
890,2019010106,1999096579,3021,303,14,0,0,7,1
891,2019010106,1999096579,3021,303,15,0,0,10,1
892,2019010106,1997096580,3022,303,13,0,1,10,1
893,2019010106,1997096580,3022,303,14,0,1,8,2
894,2019010106,1997096580,3022,303,15,0,1,8,1
895,2019010106,2003096578,3023,303,13,0,0,6,2
896,2019010106,2003096578,3023,303,14,0,0,8,1
897,2019010106,2003096578,3023,303,15,0,0,7,2
898,2019010106,1997096580,3024,303,13,0,1,9,1
899,2019010106,1997096580,3024,303,14,0,1,8,2
900,2019010106,1997096580,3024,303,15,0,1,7,2
901,2019010106,1999096579,3025,303,13,0,0,7,2
902,2019010106,1999096579,3025,303,14,0,0,10,2
903,2019010106,1999096579,3025,303,15,0,0,9,2
904,2019010106,1999096579,3026,303,13,0,0,7,4
905,2019010106,1999096579,3026,303,14,0,0,10,4
906,2019010106,1999096579,3026,303,15,0,0,8,3
907,2019010106,2003096578,3027,303,13,0,0,10,4
908,2019010106,2003096578,3027,303,14,0,0,9,2
909,2019010106,2003096578,3027,303,15,0,0,6,2
910,2019010106,2003096578,3028,303,13,0,0,8,1
911,2019010106,2003096578,3028,303,14,0,0,10,4
912,2019010106,2003096578,3028,303,15,0,0,6,1
913,2019010106,1999096579,3029,303,13,0,0,9,2
914,2019010106,1999096579,3029,303,14,0,0,6,2
915,2019010106,1999096579,3029,303,15,0,0,7,2
916,2019010106,1999096579,3030,303,13,0,0,10,1
917,2019010106,1999096579,3030,303,14,0,0,10,1
918,2019010106,1999096579,3030,303,15,0,0,7,4
919,2019010106,1999096579,4021,304,16,0,0,9,2
920,2019010106,1999096579,4021,304,17,0,0,10,2
921,2019010106,1999096579,4021,304,18,0,0,9,2
922,2019010106,1999096579,4022,304,16,0,0,7,2
923,2019010106,1999096579,4022,304,17,0,0,7,4
924,2019010106,1999096579,4022,304,18,0,0,9,1
925,2019010106,1999096579,4023,304,16,0,0,6,1
926,2019010106,1999096579,4023,304,17,0,0,6,1
927,2019010106,1999096579,4023,304,18,0,0,10,1
928,2019010106,1999096579,4024,304,16,0,0,8,1
929,2019010106,1999096579,4024,304,17,0,0,10,3
930,2019010106,1999096579,4024,304,18,0,0,10,1
931,2019010106,1999096579,4025,304,16,0,0,7,1
932,2019010106,1999096579,4025,304,17,0,0,10,2
933,2019010106,1999096579,4025,304,18,0,0,7,2
934,2019010106,1999096579,4026,304,16,0,0,7,1
935,2019010106,1999096579,4026,304,17,0,0,6,2
936,2019010106,1999096579,4026,304,18,0,0,10,4
937,2019010106,1999096579,4027,304,16,0,0,7,4
938,2019010106,1999096579,4027,304,17,0,0,10,3
939,2019010106,1999096579,4027,304,18,0,0,8,4
940,2019010106,1999096579,4028,304,16,0,0,8,3
941,2019010106,1999096579,4028,304,17,0,0,10,4
942,2019010106,1999096579,4028,304,18,0,0,9,1
943,2019010106,1988096573,5021,305,19,0,0,8,2
944,2019010106,1988096573,5021,305,20,0,0,8,4
945,2019010106,1988096573,5021,305,21,0,0,10,4
946,2019010106,1988096573,5022,305,19,0,0,6,3
947,2019010106,1988096573,5022,305,20,0,0,9,2
948,2019010106,1988096573,5022,305,21,0,0,9,4
949,2019010106,1992096572,5023,305,19,0,1,6,2
950,2019010106,1992096572,5023,305,20,0,1,8,1
951,2019010106,1992096572,5023,305,21,0,1,7,1
952,2019010106,1988096573,5024,305,19,0,0,8,2
953,2019010106,1988096573,5024,305,20,0,0,6,2
954,2019010106,1988096573,5024,305,21,0,0,10,2
955,2019010106,1988096573,5025,305,19,0,0,10,3
956,2019010106,1988096573,5025,305,20,0,0,10,2
957,2019010106,1988096573,5025,305,21,0,0,9,4
958,2019010106,1988096573,5026,305,19,0,0,10,4
959,2019010106,1988096573,5026,305,20,0,0,7,4
960,2019010106,1988096573,5026,305,21,0,0,6,3
961,2019010106,2002096574,5027,305,19,0,1,6,1
962,2019010106,2002096574,5027,305,20,0,1,9,2
963,2019010106,2002096574,5027,305,21,0,1,6,1
964,2019010106,1992096572,5028,305,19,0,1,6,1
965,2019010106,1992096572,5028,305,20,0,1,10,2
966,2019010106,1992096572,5028,305,21,0,1,10,2
967,2019010106,1990096567,6021,306,22,0,0,7,3
968,2019010106,1990096567,6021,306,23,0,0,7,4
969,2019010106,1990096567,6021,306,24,0,0,10,4
970,2019010106,1996096569,6022,306,22,0,0,10,3
971,2019010106,1996096569,6022,306,23,0,0,9,1
972,2019010106,1996096569,6022,306,24,0,0,6,2
973,2019010106,1984096568,6023,306,22,0,1,9,2
974,2019010106,1984096568,6023,306,23,0,1,8,1
975,2019010106,1984096568,6023,306,24,0,1,9,2
976,2019010106,1996096569,6024,306,22,0,0,6,4
977,2019010106,1996096569,6024,306,23,0,0,10,2
978,2019010106,1996096569,6024,306,24,0,0,8,3
979,2019010106,1987096571,6025,306,22,0,0,10,2
980,2019010106,1987096571,6025,306,23,0,0,10,2
981,2019010106,1987096571,6025,306,24,0,0,7,3
982,2019010106,1984096568,6026,306,22,0,1,10,1
983,2019010106,1984096568,6026,306,23,0,1,9,2
984,2019010106,1984096568,6026,306,24,0,1,9,2
985,2019010106,1996096569,6027,306,22,0,0,10,2
986,2019010106,1996096569,6027,306,23,0,0,9,2
987,2019010106,1996096569,6027,306,24,0,0,7,4
988,2019010106,1996096569,6028,306,22,0,0,8,4
989,2019010106,1996096569,6028,306,23,0,0,10,1
990,2019010106,1996096569,6028,306,24,0,0,7,2
991,2019010107,1997096584,1001,101,7,0,0,10,1
992,2019010107,1997096584,1001,101,8,0,0,6,3
993,2019010107,1997096584,1001,101,9,0,0,7,2
994,2019010107,2003096586,1002,101,7,0,1,10,2
995,2019010107,2003096586,1002,101,8,0,1,6,1
996,2019010107,2003096586,1002,101,9,0,1,9,2
997,2019010107,1997096584,1003,101,7,0,0,7,3
998,2019010107,1997096584,1003,101,8,0,0,7,4
999,2019010107,1997096584,1003,101,9,0,0,8,3
1000,2019010107,2000096585,1004,101,7,0,1,7,1
1001,2019010107,2000096585,1004,101,8,0,1,9,1
1002,2019010107,2000096585,1004,101,9,0,1,7,1
1003,2019010107,1997096584,1005,101,7,0,0,6,4
1004,2019010107,1997096584,1005,101,8,0,0,6,2
1005,2019010107,1997096584,1005,101,9,0,0,7,2
1006,2019010107,2003096586,1006,101,7,0,1,8,1
1007,2019010107,2003096586,1006,101,8,0,1,9,2
1008,2019010107,2003096586,1006,101,9,0,1,9,2
1009,2019010107,2000096585,1007,101,7,0,1,10,1
1010,2019010107,2000096585,1007,101,8,0,1,6,1
1011,2019010107,2000096585,1007,101,9,0,1,8,1
1012,2019010107,2003096586,1008,101,7,0,1,10,2
1013,2019010107,2003096586,1008,101,8,0,1,9,1
1014,2019010107,2003096586,1008,101,9,0,1,9,2
1015,2019010107,2000096585,1009,101,7,0,1,9,2
1016,2019010107,2000096585,1009,101,8,0,1,10,2
1017,2019010107,2000096585,1009,101,9,0,1,6,1
1018,2019010107,2003096582,2001,102,10,0,0,7,3
1019,2019010107,2003096582,2001,102,11,0,0,6,3
1020,2019010107,2003096582,2001,102,12,0,0,8,2
1021,2019010107,2003096583,2002,102,10,0,1,7,2
1022,2019010107,2003096583,2002,102,11,0,1,9,1
1023,2019010107,2003096583,2002,102,12,0,1,10,1
1024,2019010107,2000096581,2003,102,10,0,0,7,1
1025,2019010107,2000096581,2003,102,11,0,0,7,2
1026,2019010107,2000096581,2003,102,12,0,0,6,1
